Fecha;ETo(P.MON.);Precipit. efectiva(P.MON.);Horas insolacion;Veloc. viento diurna (*);Veloc. viento nocturna (*);Recorrido viento;Radiacion neta;Temp. media diurna;Hum. media diurna
dd/mm/aaaa;mm;mm;HH:mm;m/s;m/s;km/dia;MJ/m^2;ºC;%
14/10/2024;1.46;0.00;7.65;0.52;0.00;31.02;4.89;18.17;82.17;
15/10/2024;0.97;3.34;7.11;1.74;0.78;107.91;3.41;16.38;96.56;
16/10/2024;1.40;20.18;7.54;1.29;0.82;91.07;4.67;15.65;92.98;
17/10/2024;1.65;0.00;8.97;2.95;0.82;181.27;4.98;11.87;77.79;
18/10/2024;1.15;0.00;7.78;2.03;0.00;104.98;4.40;12.82;88.85;
19/10/2024;0.88;0.00;6.20;1.44;0.00;77.76;3.35;14.37;95.64;
20/10/2024;1.31;0.00;7.82;1.10;0.00;56.59;4.24;15.95;82.25;
21/10/2024;1.13;0.00;8.03;1.13;0.00;58.92;4.07;14.24;86.86;
22/10/2024;1.36;0.00;9.22;1.18;0.21;59.96;4.51;15.39;74.70;
23/10/2024;1.34;0.00;9.21;0.76;0.19;40.87;4.77;15.48;76.61;
24/10/2024;1.30;0.00;8.09;1.66;0.19;100.83;4.18;15.21;86.90;
25/10/2024;1.44;0.00;8.43;2.27;0.00;160.1;3.98;9.92;72.32;
26/10/2024;1.13;0.00;8.20;1.66;0.00;88.04;3.68;8.94;78.53;
27/10/2024;0.79;0.00;7.78;0.68;0.00;44.58;3.04;9.06;87.77;
28/10/2024;1.51;0.00;8.41;1.90;0.00;101.52;3.56;15.26;62.80;
29/10/2024;1.45;0.00;8.54;1.56;0.00;102.21;3.59;15.95;71.03;
30/10/2024;1.71;0.00;8.14;2.19;0.00;162.;3.25;15.28;69.01;
31/10/2024;1.27;0.00;7.67;1.68;0.00;118.54;3.37;15.11;76.11;
01/11/2024;1.00;0.00;7.70;0.94;0.00;61.6;3.00;14.42;84.08;
02/11/2024;1.12;0.00;8.43;0.81;0.31;47.17;3.05;15.41;69.54;
03/11/2024;0.94;0.00;8.54;0.81;0.31;47.95;3.12;13.85;82.62;
04/11/2024;0.88;0.00;7.92;0.63;0.31;34.47;2.97;13.98;81.18;
05/11/2024;0.60;1.08;3.51;0.47;0.27;31.88;2.46;13.10;99.04;
06/11/2024;0.84;0.00;8.66;0.45;0.27;27.22;2.93;15.34;84.08;
07/11/2024;0.93;0.00;8.26;0.65;0.39;43.46;2.83;14.57;79.96;
08/11/2024;0.74;0.00;5.81;0.75;0.21;41.13;2.72;12.70;91.28;
09/11/2024;1.11;0.00;6.22;1.29;0.82;88.13;2.39;12.74;71.69;
10/11/2024;0.79;0.21;6.07;0.65;0.82;52.79;2.52;13.74;90.83;
11/11/2024;0.83;0.00;8.33;0.73;0.26;44.15;2.09;13.40;69.89;
12/11/2024;1.03;0.00;8.28;1.76;0.26;87.7;1.80;9.99;60.31;
13/11/2024;1.16;0.00;5.68;2.20;0.00;148.87;2.03;7.57;64.41;
14/11/2024;1.28;0.00;6.84;1.97;0.00;153.45;2.11;13.21;69.68;
15/11/2024;0.68;0.00;5.07;0.97;0.00;71.97;2.24;11.18;90.11;
16/11/2024;0.62;0.00;7.23;0.62;0.00;39.14;2.16;11.70;86.33;
17/11/2024;0.73;0.00;7.86;0.41;0.00;37.93;1.65;13.03;73.71;
18/11/2024;0.70;0.00;6.62;0.69;0.00;50.98;1.97;12.46;82.49;
19/11/2024;0.93;0.00;7.74;2.10;0.00;130.98;1.78;12.15;78.80;
20/11/2024;0.94;0.00;5.79;3.39;0.00;251.77;2.04;10.69;81.75;
21/11/2024;1.10;0.00;3.40;3.70;0.00;246.5;2.02;11.50;82.81;
22/11/2024;0.55;0.00;7.51;0.68;0.00;56.25;1.25;6.11;69.08;
23/11/2024;0.54;0.00;2.70;1.36;0.00;85.88;2.03;9.69;94.60;
24/11/2024;0.96;0.56;5.18;1.81;1.50;134.44;1.82;12.21;79.90;
25/11/2024;0.87;8.52;6.73;2.16;1.61;172.97;1.51;7.82;82.95;
26/11/2024;0.45;0.00;2.21;0.46;1.61;34.99;1.96;6.06;97.72;
27/11/2024;0.39;0.00;6.15;0.59;0.00;29.98;1.54;7.90;90.14;
28/11/2024;0.40;0.00;7.72;0.56;0.00;32.31;1.02;8.51;81.24;
29/11/2024;0.44;0.00;6.61;0.79;0.00;44.76;1.50;10.17;90.64;
30/11/2024;0.42;0.00;1.34;0.73;0.00;49.51;1.94;10.20;99.70;
01/12/2024;0.44;0.00;4.13;0.43;0.00;39.4;1.86;9.46;98.51;
02/12/2024;0.39;0.21;6.25;0.50;0.49;33.87;1.68;9.38;97.95;
03/12/2024;0.39;0.00;4.89;1.16;0.92;85.88;1.79;7.10;97.46;
04/12/2024;0.48;0.00;7.23;0.99;0.92;86.31;1.27;9.02;92.39;
05/12/2024;0.47;0.00;6.55;1.27;0.00;87.;1.57;11.30;93.00;
06/12/2024;0.63;0.00;7.03;1.43;0.00;108.52;1.32;13.04;90.73;
07/12/2024;1.15;0.00;7.44;3.48;0.00;233.88;0.55;8.60;64.26;
08/12/2024;1.05;0.00;6.36;2.70;2.28;216.86;0.97;5.36;64.94;
09/12/2024;0.54;0.00;7.45;2.10;2.26;143.77;0.66;5.11;79.42;
10/12/2024;0.49;0.00;5.81;0.93;0.58;63.5;0.99;4.82;77.78;
11/12/2024;0.33;0.00;3.88;0.67;0.23;38.19;1.80;2.44;97.34;
12/12/2024;0.44;0.00;6.22;0.76;0.57;57.28;1.07;3.27;83.14;
13/12/2024;0.31;0.00;5.77;0.49;0.27;32.4;1.05;4.03;87.11;
14/12/2024;0.35;0.00;7.42;0.77;0.29;46.4;0.28;4.18;74.86;
15/12/2024;0.35;0.00;7.36;0.79;0.44;52.53;0.40;4.25;77.74;
16/12/2024;0.31;0.00;6.93;0.53;0.40;39.83;0.49;4.28;83.14;
17/12/2024;0.34;0.00;5.74;0.71;0.18;37.76;1.37;3.78;92.10;
18/12/2024;0.35;0.00;0.00;0.90;1.36;92.97;1.97;5.60;99.71;
19/12/2024;0.78;0.00;6.51;1.60;1.20;127.01;0.87;8.42;78.18;
20/12/2024;0.44;0.00;7.49;0.93;0.58;64.89;0.29;5.22;74.19;
21/12/2024;0.39;0.00;7.52;1.43;0.40;77.07;0.61;6.28;87.41;
22/12/2024;0.48;0.00;7.00;2.91;0.98;165.37;0.90;8.01;92.39;
23/12/2024;0.62;0.00;7.33;1.63;0.69;101.09;0.38;6.50;70.94;
24/12/2024;0.34;0.00;7.44;0.66;0.37;44.15;0.68;6.43;83.26;
25/12/2024;0.45;0.00;7.55;0.79;0.67;62.55;0.65;7.58;86.08;
26/12/2024;0.41;0.00;7.43;0.49;0.50;42.6;0.55;8.69;78.80;
27/12/2024;0.33;0.00;0.00;0.54;0.37;38.53;1.90;3.00;99.69;
28/12/2024;0.35;0.00;0.00;0.48;0.36;35.86;1.93;3.22;99.70;
29/12/2024;0.33;0.00;0.68;0.45;0.32;34.04;1.91;1.56;99.69;
30/12/2024;0.29;0.00;0.00;0.47;0.32;33.7;1.90;-1.30;99.70;
31/12/2024;0.00;0.00;5.47;0.70;0.43;48.82;0.00;-1.56;99.70;
01/01/2025;0.27;0.00;2.34;0.65;0.37;43.55;1.87;-2.73;99.70;
02/01/2025;0.31;0.00;0.36;0.32;0.42;31.02;1.91;-0.09;99.70;
03/01/2025;0.34;0.00;3.13;0.65;0.28;39.4;1.83;4.34;99.69;
04/01/2025;0.34;0.00;1.69;1.48;0.96;104.11;1.90;7.00;99.71;
05/01/2025;0.30;4.24;0.77;3.70;3.12;291.17;1.98;8.28;99.70;
06/01/2025;0.53;0.00;6.74;2.84;2.00;213.49;1.17;5.14;91.22;
07/01/2025;0.31;0.00;0.24;1.79;2.05;165.37;1.98;5.29;99.70;
08/01/2025;0.61;0.00;3.67;4.43;3.20;332.64;1.83;8.51;98.20;
09/01/2025;0.70;0.00;5.08;2.51;1.59;172.28;1.74;10.17;93.48;
10/01/2025;0.41;0.73;5.87;0.72;0.47;50.28;1.87;9.20;99.33;
11/01/2025;0.61;0.21;5.63;1.77;1.45;137.29;1.73;11.37;93.37;
12/01/2025;0.51;0.00;7.02;0.98;0.38;58.58;1.09;6.68;83.14;
13/01/2025;0.71;0.00;7.88;0.81;0.59;59.53;0.29;5.89;54.51;
14/01/2025;0.66;0.00;7.85;0.91;0.47;60.57;0.46;3.89;55.82;
15/01/2025;1.12;0.00;7.93;1.08;0.80;80.35;0.20;8.31;40.70;
16/01/2025;0.67;0.00;7.88;0.91;0.43;57.11;0.92;6.95;61.47;
17/01/2025;0.60;0.00;7.94;1.50;0.77;95.99;1.32;4.56;74.83;
18/01/2025;0.57;0.00;7.76;0.96;0.48;61.43;1.19;3.56;75.57;
19/01/2025;0.35;0.00;5.10;0.72;0.62;56.85;2.01;0.47;96.40;
20/01/2025;0.37;2.23;0.00;0.68;0.58;52.96;2.14;2.75;99.68;
21/01/2025;0.40;0.00;1.95;1.18;0.88;89.08;2.13;7.07;99.68;
22/01/2025;0.38;1.08;3.76;2.03;1.86;167.36;2.16;8.14;99.69;
23/01/2025;0.58;0.00;6.88;1.03;0.60;71.8;2.11;7.81;93.00;
24/01/2025;0.49;0.00;0.00;3.00;2.24;222.65;2.18;8.53;98.41;
25/01/2025;1.09;0.00;6.53;2.64;2.15;205.63;1.92;7.31;78.03;
26/01/2025;0.30;4.55;0.00;4.52;3.82;357.78;2.17;7.27;99.70;
27/01/2025;0.80;2.55;4.73;3.61;1.71;231.38;2.30;5.71;93.68;
28/01/2025;0.63;4.10;6.82;4.47;2.67;303.18;2.43;4.68;91.57;
29/01/2025;1.02;0.21;6.53;4.46;2.27;287.71;2.34;5.58;85.76;
30/01/2025;1.27;0.00;8.44;4.70;3.54;352.17;2.34;4.90;73.20;
31/01/2025;0.81;0.00;8.49;0.90;0.93;77.67;2.33;4.76;69.12;
01/02/2025;1.33;0.00;8.20;2.87;0.64;148.35;2.37;9.08;75.41;
02/02/2025;1.10;0.00;6.89;2.74;0.81;150.08;2.49;5.34;78.50;
03/02/2025;0.82;0.00;8.53;1.03;1.15;92.1;2.87;5.36;80.85;
04/02/2025;0.61;0.00;7.46;1.00;0.68;72.75;2.77;4.27;93.88;
05/02/2025;0.89;0.00;8.59;0.62;0.65;54.69;2.72;6.26;72.62;
06/02/2025;0.82;0.00;8.40;1.06;0.76;76.55;2.95;4.47;76.54;
07/02/2025;0.39;3.02;3.62;1.14;0.78;85.02;2.51;2.91;99.69;
08/02/2025;0.77;0.00;7.12;0.89;0.65;66.36;3.13;3.98;80.81;
09/02/2025;0.51;0.00;6.56;0.88;0.48;58.84;2.73;6.56;99.70;
10/02/2025;0.56;3.33;4.06;0.92;0.44;59.27;2.79;7.62;99.63;
11/02/2025;0.50;4.39;1.78;1.11;0.51;69.29;2.64;6.90;99.72;
12/02/2025;1.10;0.00;8.18;3.63;1.36;212.72;4.02;7.61;83.15;
13/02/2025;0.82;0.00;6.98;1.16;0.61;77.59;3.43;8.92;91.06;
14/02/2025;0.91;0.00;7.56;0.78;0.87;72.23;3.77;8.24;89.08;
15/02/2025;1.14;0.00;8.37;1.24;0.62;80.09;3.70;9.69;79.38;
16/02/2025;0.92;0.00;6.71;1.00;1.03;87.78;3.09;8.66;82.47;
17/02/2025;0.85;0.00;8.72;0.87;0.66;65.49;3.69;6.17;91.29;
18/02/2025;1.05;0.00;7.71;1.14;1.01;91.67;3.80;9.09;83.72;
19/02/2025;1.04;0.00;6.91;1.57;0.83;101.95;3.84;10.43;87.64;
20/02/2025;0.79;0.00;6.24;0.77;0.79;67.56;3.42;8.85;96.23;
21/02/2025;1.05;1.74;5.15;3.91;1.71;242.44;2.92;9.71;93.87;
22/02/2025;1.23;0.00;8.09;1.81;0.73;107.48;4.43;7.43;83.82;
23/02/2025;1.27;0.00;8.73;1.11;0.85;83.03;4.93;8.33;81.75;
24/02/2025;1.29;0.00;6.93;1.93;1.76;158.28;4.00;9.08;80.13;
25/02/2025;1.63;0.00;8.79;3.30;2.74;262.4;4.05;7.67;71.23;
26/02/2025;1.62;0.00;9.29;1.42;0.90;97.46;5.49;7.16;58.98;
27/02/2025;1.00;0.00;7.36;1.19;0.52;73.01;3.90;6.66;74.92;
28/02/2025;1.80;0.00;9.33;2.33;0.63;123.64;5.45;10.23;53.40;
01/03/2025;1.94;0.00;9.77;2.39;0.72;133.06;5.89;8.54;43.01;
02/03/2025;1.27;0.00;7.85;2.58;1.27;162.95;4.52;3.30;72.07;
03/03/2025;1.20;0.00;7.51;2.93;2.16;219.8;4.11;7.96;80.18;
04/03/2025;1.06;5.47;6.14;1.65;1.60;139.19;3.79;8.61;86.93;
05/03/2025;0.96;1.85;4.92;2.47;1.78;183.;3.47;8.55;91.37;
06/03/2025;0.94;0.00;7.48;2.02;1.98;172.02;3.64;9.84;86.86;
07/03/2025;1.19;5.04;6.80;3.68;3.38;300.93;3.76;9.29;88.55;
08/03/2025;1.23;4.90;4.27;5.27;3.16;365.82;3.68;6.95;88.11;
09/03/2025;1.36;0.00;9.13;2.34;2.31;199.93;5.10;6.56;80.11;
10/03/2025;1.15;2.48;7.27;2.79;1.38;179.37;4.31;6.97;83.50;
11/03/2025;1.52;1.03;8.69;1.68;1.05;116.47;4.93;8.85;77.06;
12/03/2025;2.14;0.00;9.52;2.40;1.27;158.11;6.86;9.09;65.08;
13/03/2025;1.91;0.00;9.59;2.32;1.03;145.58;5.96;7.35;53.56;
14/03/2025;1.78;0.00;10.32;2.17;0.72;122.34;6.85;6.01;50.47;
15/03/2025;1.34;0.00;7.59;1.25;0.85;89.08;5.45;4.79;66.70;
16/03/2025;1.78;0.00;9.23;1.60;0.79;102.21;7.19;5.52;58.05;
17/03/2025;1.98;0.00;9.86;2.69;0.98;156.04;6.93;7.56;54.54;
18/03/2025;0.94;0.00;8.24;2.26;1.42;157.25;4.08;7.77;90.02;
19/03/2025;2.30;0.00;9.15;4.75;2.32;296.61;6.59;11.19;71.16;
20/03/2025;2.82;1.20;8.04;5.51;5.10;447.72;6.92;10.77;68.84;
21/03/2025;0.96;2.33;6.36;4.61;4.49;390.18;3.94;7.44;90.07;
22/03/2025;1.37;0.00;9.94;3.14;3.48;284.95;5.79;6.54;85.09;
23/03/2025;2.12;0.00;10.55;3.87;2.08;254.97;8.90;7.49;68.66;
24/03/2025;2.49;0.00;10.98;3.11;2.26;231.21;8.30;10.82;64.52;
25/03/2025;2.39;0.00;10.86;1.55;1.12;116.12;7.84;12.38;52.86;
26/03/2025;2.29;0.00;10.69;1.68;0.88;109.38;8.35;11.06;60.49;
27/03/2025;2.24;0.00;9.47;1.60;0.54;91.41;8.61;10.68;61.01;
28/03/2025;2.70;0.00;10.91;1.54;0.60;91.07;8.56;12.71;52.09;
29/03/2025;3.08;0.00;11.19;2.32;0.84;135.3;9.46;13.67;34.07;
30/03/2025;2.81;0.00;11.06;1.59;0.63;96.16;9.77;13.55;49.18;
31/03/2025;3.98;0.00;11.30;2.36;1.17;149.39;10.07;18.80;29.58;
01/04/2025;3.46;0.00;10.01;1.76;1.04;118.71;9.25;17.78;39.74;
02/04/2025;3.09;0.00;10.58;2.98;1.78;200.28;9.48;15.24;56.88;
03/04/2025;2.27;0.00;10.09;3.45;2.08;233.63;8.09;10.82;73.62;
04/04/2025;2.08;3.87;9.65;5.16;3.26;361.32;7.16;11.45;81.48;
05/04/2025;1.83;0.00;10.10;2.21;2.12;187.66;6.61;11.73;79.34;
06/04/2025;2.60;0.00;11.09;1.35;0.64;84.33;9.40;14.38;59.17;
07/04/2025;3.47;0.00;11.51;1.62;1.00;112.84;11.45;17.14;46.78;
08/04/2025;3.78;0.00;11.54;1.67;1.11;119.4;11.56;18.92;44.15;
09/04/2025;4.18;0.00;11.78;1.72;1.45;135.82;11.42;20.26;39.10;
10/04/2025;4.27;0.00;11.45;2.77;1.58;185.24;12.01;19.38;47.19;
11/04/2025;3.00;0.00;11.07;3.13;1.69;213.75;9.23;15.85;61.72;
12/04/2025;1.32;0.17;8.18;1.51;1.51;130.81;5.08;12.62;87.42;
13/04/2025;3.17;0.00;11.60;2.38;1.15;154.22;10.53;15.29;61.28;
14/04/2025;2.30;0.00;11.16;5.22;1.97;304.73;8.36;10.83;74.67;
15/04/2025;3.13;0.00;12.02;6.54;3.19;419.39;12.63;7.86;61.57;
16/04/2025;2.42;0.00;9.82;4.85;1.68;281.84;9.20;7.30;72.18;
17/04/2025;2.85;0.00;9.11;2.63;2.57;223.17;9.41;12.11;61.66;
18/04/2025;1.88;1.36;9.59;5.91;3.52;405.3;6.59;10.82;81.27;
19/04/2025;1.78;3.42;7.90;5.20;2.56;329.36;7.03;6.58;79.27;
20/04/2025;3.19;0.00;11.08;5.18;2.38;324.;11.73;11.31;66.21;
21/04/2025;1.85;0.00;8.84;1.56;1.44;134.09;7.08;10.22;80.67;
22/04/2025;3.16;0.00;10.68;1.74;1.02;121.48;11.47;13.67;55.63;
23/04/2025;4.56;0.00;12.25;2.18;1.74;168.74;13.84;17.42;51.41;
24/04/2025;4.50;0.00;12.08;1.77;1.19;127.7;13.89;19.05;44.58;
25/04/2025;4.73;0.00;12.36;3.65;2.09;247.88;12.18;19.33;51.42;
26/04/2025;4.70;0.00;12.39;4.17;3.60;333.42;14.32;14.68;42.12;
27/04/2025;4.09;0.00;12.45;1.78;1.31;133.14;14.35;15.12;39.30;
28/04/2025;4.48;0.00;12.31;2.18;1.42;155.35;14.40;17.89;45.10;
29/04/2025;4.86;0.00;12.37;3.32;1.82;221.1;13.74;19.02;45.25;
30/04/2025;3.37;4.48;11.53;3.56;2.98;280.63;10.04;16.96;56.87;
01/05/2025;3.61;0.00;11.96;1.87;1.57;146.1;13.24;14.70;61.46;
02/05/2025;2.68;0.17;8.38;3.89;4.19;341.71;9.12;13.28;76.04;
03/05/2025;2.83;0.00;10.99;2.98;2.03;221.01;9.56;13.66;74.29;
04/05/2025;2.60;0.00;9.30;2.30;1.40;159.93;9.90;12.95;78.05;
05/05/2025;3.72;0.00;12.13;5.06;1.84;298.94;12.55;13.99;61.29;
06/05/2025;3.52;0.00;12.04;2.89;1.79;204.42;12.91;11.53;45.04;
07/05/2025;4.00;0.00;12.76;2.52;1.50;175.39;14.70;13.53;44.49;
08/05/2025;3.58;4.03;10.79;2.16;2.15;185.59;11.31;14.26;54.59;
09/05/2025;1.53;7.03;9.28;2.01;2.19;184.2;6.18;9.99;83.98;
10/05/2025;2.16;3.42;10.43;2.81;2.20;215.65;9.33;9.89;83.90;
11/05/2025;2.22;0.00;11.32;4.82;2.36;310.;9.24;10.03;76.62;
12/05/2025;1.92;0.00;11.47;2.09;1.42;149.56;8.11;10.77;80.77;
13/05/2025;2.79;3.42;11.25;2.29;1.29;154.48;11.30;12.10;75.10;
14/05/2025;3.35;4.77;10.38;2.14;2.39;197.68;11.35;14.33;68.43;
15/05/2025;3.08;2.34;9.92;2.42;2.17;199.5;10.99;13.75;76.54;
16/05/2025;4.80;0.00;13.00;1.69;1.50;139.97;16.24;18.54;49.26;
17/05/2025;4.76;0.00;12.87;1.68;1.20;122.6;15.70;18.91;44.34;
18/05/2025;5.33;0.00;12.24;3.19;2.45;240.62;14.10;21.17;45.53;
19/05/2025;4.11;0.00;13.20;4.54;2.03;288.75;13.76;15.68;57.60;
20/05/2025;5.16;0.00;13.06;1.96;1.98;173.84;16.14;19.39;46.78;
21/05/2025;5.24;0.00;12.14;3.01;1.89;208.48;15.10;20.08;49.32;
22/05/2025;5.13;0.00;13.22;2.00;1.78;172.97;16.72;17.73;41.55;
23/05/2025;4.97;0.00;12.40;1.53;1.27;121.56;16.39;18.16;38.50;
24/05/2025;5.38;0.00;12.99;1.51;1.33;122.43;16.33;20.44;34.88;
25/05/2025;5.68;0.00;13.20;3.39;1.72;223.52;14.39;22.92;37.01;
26/05/2025;4.90;0.00;13.05;1.12;1.26;102.12;15.18;20.04;49.28;
27/05/2025;5.52;0.00;13.07;1.31;1.10;102.99;16.63;22.36;44.22;
28/05/2025;6.15;0.00;13.35;1.23;1.55;119.4;16.58;26.16;29.63;
29/05/2025;6.82;0.00;13.21;2.32;1.80;175.74;16.49;27.96;28.28;
30/05/2025;4.86;0.00;11.35;2.76;1.50;184.2;11.49;23.90;48.51;
31/05/2025;5.63;0.00;12.75;1.80;1.56;143.25;14.58;26.73;39.91;
01/06/2025;4.97;0.00;13.06;2.74;1.80;198.98;11.12;23.64;46.63;
02/06/2025;4.95;0.00;12.69;3.02;1.74;209.26;14.92;21.21;50.98;
03/06/2025;4.14;0.00;12.14;2.51;2.02;197.25;11.93;19.71;60.59;
04/06/2025;4.99;0.00;12.95;4.32;3.04;316.74;13.00;18.44;50.16;
05/06/2025;5.65;0.00;12.60;3.64;3.17;299.03;15.26;20.60;52.40;
06/06/2025;4.96;0.00;13.46;3.01;3.42;279.94;13.80;20.76;51.16;
07/06/2025;6.40;0.00;13.25;3.35;3.03;282.1;16.90;21.39;42.85;
08/06/2025;5.38;0.00;13.28;1.33;1.23;109.38;15.94;21.35;51.46;
09/06/2025;6.27;0.00;13.19;1.32;1.49;121.05;16.57;27.45;36.05;
10/06/2025;5.59;0.00;12.43;1.80;2.15;169.95;12.63;28.11;35.92;
11/06/2025;6.41;0.00;12.87;3.57;2.27;253.67;13.06;25.15;41.69;
12/06/2025;5.06;0.00;12.88;3.19;1.04;185.24;15.24;20.12;53.30;
13/06/2025;5.86;0.00;13.00;3.29;1.48;203.13;16.56;23.84;46.79;
14/06/2025;4.90;0.00;12.87;2.62;2.42;217.21;14.07;21.36;55.61;
15/06/2025;6.12;0.00;13.00;2.06;2.12;181.44;16.37;23.26;42.49;
16/06/2025;6.18;0.00;13.37;1.24;1.16;101.95;16.85;26.01;39.30;
17/06/2025;6.65;0.00;13.44;1.31;1.84;135.91;15.99;30.14;33.59;
18/06/2025;6.89;0.35;13.13;2.06;1.51;154.74;16.35;30.10;32.54;
19/06/2025;4.00;0.00;10.40;2.11;1.37;149.56;8.71;24.16;52.24;
20/06/2025;6.61;0.00;13.24;2.22;1.58;161.65;15.62;29.23;36.97;
21/06/2025;6.55;0.00;12.95;2.70;1.13;162.95;16.21;28.69;36.65;
22/06/2025;6.39;0.00;13.14;2.18;1.41;154.92;15.88;27.54;40.46;
23/06/2025;6.30;0.00;13.15;2.14;1.37;147.23;15.21;28.85;35.79;
24/06/2025;3.63;0.17;9.91;3.16;1.75;213.84;9.02;20.53;62.16;
25/06/2025;3.68;0.00;12.76;2.03;1.07;135.3;11.01;20.50;64.66;
26/06/2025;5.41;0.00;13.35;1.26;1.43;119.23;15.97;24.09;48.90;
27/06/2025;6.44;0.00;13.49;1.24;1.41;110.68;17.01;28.56;35.08;
28/06/2025;6.62;0.00;13.45;1.16;1.26;104.72;16.54;30.71;29.05;
29/06/2025;6.32;0.00;11.23;1.79;2.02;162.78;13.49;29.82;33.35;
30/06/2025;6.46;0.00;12.65;1.23;1.61;119.58;16.11;30.12;33.06;
01/07/2025;6.76;0.00;13.17;1.16;1.89;130.72;16.28;30.78;31.36;
02/07/2025;6.62;0.00;12.26;2.67;1.47;180.32;16.08;28.34;44.01;
03/07/2025;6.08;0.00;12.51;2.07;1.45;150.6;16.36;26.46;46.76;
04/07/2025;5.42;0.00;11.88;1.85;1.34;139.45;14.53;26.65;49.41;
05/07/2025;5.76;0.00;11.97;1.63;1.29;125.54;16.13;26.72;49.78;
06/07/2025;5.91;0.00;13.35;2.18;0.95;136.34;17.29;25.84;50.89;
07/07/2025;6.31;0.00;13.44;2.87;1.43;188.44;16.69;24.33;39.88;
08/07/2025;5.59;0.00;13.45;1.33;0.89;94.52;16.54;23.06;36.99;
09/07/2025;5.79;0.00;13.35;1.20;1.14;100.92;16.35;26.49;36.86;
10/07/2025;5.89;0.00;13.19;1.43;1.00;101.43;16.80;27.60;44.62;
11/07/2025;5.88;0.00;13.46;1.72;1.51;142.82;16.22;25.14;50.12;
12/07/2025;5.66;0.00;12.77;2.10;1.29;148.;16.44;24.60;49.10;
13/07/2025;4.57;0.00;12.59;1.19;1.19;104.2;13.15;23.52;56.38;
14/07/2025;5.48;0.00;13.09;1.45;1.07;111.37;16.48;24.43;53.81;
15/07/2025;5.31;0.00;13.13;1.05;0.66;74.13;16.79;24.75;49.72;
16/07/2025;5.80;0.00;13.07;0.98;1.03;85.97;16.53;28.50;44.35;
17/07/2025;5.68;0.00;13.16;1.45;1.44;125.97;14.88;28.35;45.19;
18/07/2025;5.11;0.00;11.83;1.74;1.33;136.86;15.15;23.11;55.96;
19/07/2025;4.68;0.00;12.60;2.11;0.99;133.83;14.85;21.48;54.84;
20/07/2025;4.88;0.00;12.67;4.03;1.32;229.91;16.10;18.86;51.81;
21/07/2025;5.22;0.00;13.14;1.46;1.25;117.42;16.26;21.04;46.81;
22/07/2025;5.64;0.00;12.99;1.57;1.28;126.75;16.00;23.75;48.36;
23/07/2025;5.40;0.00;13.09;2.45;1.72;180.66;14.76;21.97;50.17;
24/07/2025;4.74;0.00;13.28;2.57;0.92;151.55;14.91;20.18;48.68;
25/07/2025;4.92;0.00;13.01;1.08;1.19;94.35;15.73;21.72;44.45;
26/07/2025;4.82;0.00;12.39;1.05;0.45;63.68;15.62;22.53;50.73;
27/07/2025;5.41;0.00;12.66;1.57;0.75;101.69;15.26;25.26;43.87;
28/07/2025;5.12;0.00;12.92;1.93;0.62;114.65;15.91;23.23;51.18;
29/07/2025;4.79;0.69;12.87;1.27;0.57;80.61;15.88;22.18;56.90;
30/07/2025;4.84;0.00;12.82;1.00;0.58;66.18;15.67;22.77;52.45;
31/07/2025;4.82;0.00;12.77;0.93;0.52;63.5;15.44;23.60;55.11;
01/08/2025;4.73;0.00;12.41;1.12;0.73;78.28;14.78;23.85;49.68;
02/08/2025;4.79;0.00;11.84;1.00;0.88;80.01;14.93;24.31;52.59;
03/08/2025;4.80;1.54;12.29;0.91;0.65;65.84;14.74;25.56;45.37;
04/08/2025;5.02;0.00;12.38;0.95;1.05;85.36;13.67;28.04;44.60;
05/08/2025;5.23;0.00;12.37;1.40;0.89;99.53;14.76;27.62;44.93;
06/08/2025;4.68;0.00;12.36;0.88;1.00;80.09;13.75;26.37;52.81;
07/08/2025;5.37;0.00;12.39;1.05;1.17;93.74;14.92;29.11;44.74;
08/08/2025;5.31;0.00;12.07;0.86;1.22;88.47;14.48;29.55;45.10;
09/08/2025;5.31;0.00;12.20;0.66;1.08;73.7;14.24;30.55;47.05;
10/08/2025;5.14;0.00;11.68;0.86;0.51;58.06;14.06;30.58;44.32;
11/08/2025;4.57;0.00;12.01;0.74;0.56;56.68;12.74;29.12;46.25;
12/08/2025;3.38;0.00;9.27;1.06;0.74;79.23;8.27;26.38;52.58;
13/08/2025;3.71;0.00;9.75;1.24;0.78;90.98;10.20;25.72;53.23;
14/08/2025;4.67;0.00;11.80;1.14;0.88;85.28;12.84;28.47;46.37;
15/08/2025;4.89;0.00;11.51;1.05;0.59;70.93;13.07;29.84;40.96;
16/08/2025;4.78;0.00;11.55;0.97;0.89;78.28;12.70;29.36;40.68;
17/08/2025;4.44;0.00;11.27;1.24;0.87;89.77;10.99;27.88;47.33;
18/08/2025;3.64;0.00;10.08;1.73;1.33;131.41;9.55;22.92;58.13;
19/08/2025;3.51;0.00;10.76;1.58;0.72;101.78;10.34;20.33;58.12;
20/08/2025;4.31;0.00;11.48;2.12;1.16;142.56;13.00;21.01;51.42;
21/08/2025;3.74;0.00;11.47;1.46;0.91;105.32;11.04;21.23;52.62;
22/08/2025;3.83;0.00;11.54;0.99;0.52;63.42;12.74;21.04;57.72;
23/08/2025;3.94;0.00;11.15;1.10;0.60;72.84;11.83;22.41;53.99;
